#Frame      Mode1    Mode2    Mode3
    3310   10.609   47.948   -8.497
    3311   -5.506   52.621   -4.591
    3312   -0.675   51.006  -10.152
    3313   -5.862   56.252    4.868
    3314  -14.884   64.468   -1.953
    3315   -8.961   68.888    8.117
    3316  -11.514   57.845   -2.569
    3317   -2.340   47.087  -12.344
    3318   -6.684   54.096   -9.539
    3319    0.067   59.063   -6.232
    3320   17.617   48.032    0.919
    3321   30.755   54.905   -8.112
    3322   20.205   58.553    8.344
    3323   22.483   53.545   -2.999
    3324   25.329   54.965    5.070
    3325   43.197   41.508    3.654
    3326   29.084   41.215  -10.257
    3327   22.650   47.082   -4.346
    3328   10.065   49.699   -2.980
    3329   14.150   48.709    0.066
    3330   22.182   43.129   -4.558
    3331   24.912   41.869   -9.702
    3332   19.913   42.694  -10.410
    3333   31.748   29.585  -12.018
    3334   23.886   42.612   10.910
    3335   40.534   36.054    4.284
    3336   10.682   41.539    4.125
    3337    6.273   50.541   -6.221
    3338   30.927   36.494  -13.697
    3339   19.836   38.520   -0.456
    3340   17.009   41.441   -0.609
    3341   23.877   46.226   -2.865
    3342   32.277   27.913   -0.612
    3343   27.684   34.199   -4.557
    3344   31.448   26.338  -18.721
    3345   31.476   37.470    7.477
    3346   35.633   41.466   -1.928
    3347   26.835   33.607   -9.900
    3348   37.733   25.658  -15.529
    3349   32.864   22.982   -1.325
    3350   26.077   40.044   -3.474
    3351   20.673   29.169  -22.091
    3352   21.121   27.363  -13.535
    3353   12.742   31.858  -10.216
    3354   15.125   36.264  -12.426
    3355   15.279   50.777   -3.524
    3356   20.956   37.786  -13.607
    3357   19.864   32.546  -19.053
    3358   35.293   43.436   -1.298
    3359    9.574   45.922  -20.572
    3360   13.815   41.728  -20.381
    3361   19.884   44.620  -10.577
    3362   33.464   39.256  -12.540
    3363    5.211   47.102  -16.587
    3364   27.038   42.519    0.478
    3365   34.608   43.474    0.688
    3366   28.651   39.810   -6.286
    3367   11.642   49.585   -4.473
    3368   14.459   49.969    7.158
    3369   33.240   46.258   -8.005
    3370   28.502   57.753    9.259
    3371   25.776   49.341   -3.319
    3372   29.070   44.451    4.265
    3373   20.136   56.408   11.576
    3374   33.496   45.403    9.703
    3375   20.072   46.548   -4.444
    3376   29.294   44.658    6.409
    3377   24.379   47.619   -1.255
    3378   30.155   54.531   -6.453
    3379   34.431   38.922   -9.786
    3380   14.224   60.637    3.067
    3381   25.361   39.194   -6.852
    3382   41.712   36.527    5.417
    3383   52.615   30.091  -12.550
    3384   48.360   23.660   -9.027
    3385   55.070   35.633   -3.181
    3386   50.733   26.773   -5.356
    3387   47.846   28.072  -16.802
    3388   39.946   40.459  -10.749
    3389   28.548   46.742   -5.361
    3390   47.700   32.369   -6.753
    3391   43.939   32.586    0.762
    3392   45.187   38.673    2.608
    3393   37.876   40.249    3.329
    3394   46.204   33.756   -5.826
    3395   43.357   43.449   -2.111
    3396   36.777   43.535   -2.224
    3397   35.568   40.762   -1.971
    3398   17.560   41.010   -7.294
    3399   28.900   46.581   -2.528
    3400   36.342   47.744   -4.990
    3401   32.787   37.548    0.019
    3402   47.642   40.923   10.060
    3403   21.912   44.888   -2.954
    3404   37.863   47.551  -10.004
    3405   35.879   40.615    4.667
    3406   14.531   52.880   -4.193
    3407   16.391   43.263   -6.876
    3408   23.030   51.663    1.550
    3409   32.368   49.307    3.340
    3410   41.505   44.703   -0.978
    3411   21.656   47.759   -3.673
    3412   30.770   47.567    0.969
    3413   35.837   41.315    1.827
    3414   24.569   36.927    5.009
    3415   18.961   45.936   -3.104
    3416   46.928   39.723    1.368
    3417   36.989   36.714    9.533
    3418   15.222   41.851   -6.246
    3419   26.128   51.174    0.214
    3420   15.043   48.923    1.926
    3421   10.618   51.766   -6.963
    3422    3.380   59.869   10.234
    3423   26.583   44.166    3.258
    3424   29.189   53.368   12.812
    3425   16.512   44.445   -1.493
    3426   -2.128   43.013  -10.047
    3427   28.974   30.076  -13.364
    3428   23.190   46.198   -1.869
    3429   19.682   38.100  -12.309
    3430   37.326   42.499   -2.086
    3431   25.635   49.616    5.998
    3432   17.040   48.561   12.509
    3433   11.799   47.699    5.466
    3434   11.685   46.610   -4.094
    3435   23.933   43.998    2.585
    3436   33.154   41.933    6.294
    3437   33.442   30.346    3.600
    3438   39.646   32.911   16.343
    3439   38.361   34.885   18.133
    3440   36.570   32.402    6.393
    3441   35.615   33.523   -6.417
    3442   33.948   44.613   10.770
    3443   30.809   42.067    0.922
    3444   34.758   50.639   15.666
    3445   36.886   32.692    4.265
    3446   41.380   39.110   -2.173
    3447   21.477   46.003   -1.967
    3448   27.969   53.533    2.956
    3449   30.043   41.873   -3.123
    3450   13.471   46.457   -3.972
    3451   27.895   39.384   -0.662
    3452   15.159   40.413  -11.580
    3453   32.426   35.992   -1.011
    3454   34.351   34.101   -6.100
    3455   24.045   44.175    0.646
    3456   17.498   46.746    1.763
    3457   23.423   42.751    2.753
    3458   19.520   43.904    8.044
    3459   26.463   39.453    5.370
    3460   20.743   33.875    7.873
    3461   11.779   43.890    2.791
    3462   10.335   37.164   -9.737
    3463   30.223   35.038   -3.984
    3464   24.410   26.854  -15.924
    3465   17.747   40.522    8.758
    3466   29.780   37.271   -1.195
    3467   40.225   34.885    2.930
    3468   43.716   19.744   -7.201
    3469   32.742   30.059    1.120
    3470   39.029   35.427   -1.830
    3471   30.719   42.316    4.508
    3472    5.961   50.332    3.184
    3473   20.619   24.956   -8.764
    3474   12.025   39.467  -10.363
    3475    5.559   44.294   -0.289
    3476   20.317   32.607  -21.158
    3477   31.768   31.497   -6.780
    3478   26.852   40.325   -2.220
    3479   20.445   48.350   -6.779
    3480   28.949   43.074   -3.398
    3481   19.541   41.086  -12.378
    3482   42.291   36.426   -2.675
    3483   62.679   33.150   -3.600
    3484   38.118   40.565   -3.933
    3485   39.207   30.762   -0.396
    3486   40.082   32.876  -13.288
    3487   28.467   39.711   -3.087
    3488   33.611   40.290  -10.496
    3489   32.319   41.499    7.215
    3490   30.786   36.396    2.776
    3491   33.884   34.123  -20.735
    3492   27.022   30.845   -9.692
    3493   25.176   39.507   -1.225
    3494   40.486   33.060   -4.954
    3495   18.426   31.358  -12.195
    3496   30.275   36.699  -15.002
    3497   17.998   31.111  -23.348
    3498   45.773   23.342  -21.227
    3499   42.761   28.197   -2.119
    3500   24.895   29.303   -6.082
    3501   27.617   35.152  -11.320
    3502   26.320   41.408   -5.477
    3503   26.464   38.138   -3.126
    3504   41.897   24.867   -5.864
    3505   42.924   29.756    2.405
    3506   32.297   28.372  -11.520
    3507   30.368   34.491    0.102
    3508   42.856   31.079   -3.796
    3509   48.781   33.052   -1.135
    3510   40.467   28.868   -0.401
    3511   17.299   41.712    4.241
    3512   15.522   42.716    7.117
    3513   21.230   35.188  -10.467
    3514   33.620   26.554   -8.711
    3515   29.981   31.755   -5.813
    3516   47.916   34.338   -2.141
    3517   27.783   37.035   -3.464
    3518   33.318   38.645  -10.725
    3519   29.156   40.335    4.309
    3520   24.033   37.863   -5.592
    3521   33.571   36.083   -1.854
    3522   32.770   40.799   -5.880
    3523   35.213   29.437  -13.861
    3524   30.276   42.137    3.077
    3525   16.972   34.275   -9.448
    3526   23.233   25.364  -10.997
    3527   39.320   27.279  -14.529
    3528   39.977   23.512  -11.824
    3529   42.742   27.857  -14.494
    3530   29.645   30.431   -7.259
    3531   16.403   38.276    3.609
    3532   51.922   13.518  -10.579
    3533   46.960   16.093   -1.612
    3534   48.773   24.526  -13.586
    3535   34.817   39.847    3.467
    3536   32.883   45.925   -1.019
    3537   27.659   45.742    4.494
    3538   39.850   46.862    3.480
    3539   47.430   35.380   -1.288
    3540   55.112   33.960    6.633
    3541   34.810   39.362   -5.684
    3542   35.360   48.474    1.261
    3543   27.527   53.207   -3.057
    3544   24.039   41.212  -11.357
    3545   32.686   56.353    0.468
    3546   23.089   52.156   -0.257
    3547   38.826   46.704   -1.386
    3548   45.695   44.878   16.108
    3549   25.396   36.875   -7.607
    3550   48.866   33.355    2.136
    3551   35.975   33.472    2.682
    3552   34.499   50.316   -8.058
    3553   46.940   38.741   -0.259
    3554   31.353   46.028    4.997
    3555   34.688   42.064    1.370
    3556   22.245   45.980   -7.291
    3557   24.246   43.773    7.877
    3558   28.839   43.407   16.545
    3559   23.489   47.474    1.628
    3560   22.811   43.119   -3.815
    3561   26.740   44.265    0.260
    3562   27.463   48.346    3.355
    3563   27.230   39.442    2.073
    3564   36.830   44.683    7.888
    3565   21.707   48.319    1.080
    3566   29.947   45.048    4.082
    3567   41.691   38.196    5.529
    3568   30.696   39.906   -0.856
    3569   20.252   45.638   -9.870
    3570   14.790   46.379    1.496
    3571    6.462   41.379  -20.151
    3572   10.044   47.113   -2.160
    3573   39.342   28.970  -12.101
    3574   47.363   34.745   -9.183
    3575   37.035   46.962    3.852
    3576   19.234   48.942   10.945
    3577   21.079   53.740    5.305
    3578   17.557   46.124   15.760
    3579   11.619   56.622   -0.318
    3580   19.923   44.188   -0.004
    3581   19.454   40.910   -0.311
    3582   35.333   37.677   -2.808
    3583   27.522   43.197   -3.191
    3584    7.783   51.741  -10.198
    3585   44.553   34.723   -6.935
    3586   32.110   46.358   -5.958
    3587   25.766   45.387   -4.180
    3588   28.726   47.768   -9.549
    3589   41.184   45.902   -3.053
    3590   42.866   49.438    4.918
    3591   38.413   44.496   -3.934
    3592   26.930   47.968   -3.380
    3593   37.833   48.542   -4.594
    3594   43.429   37.128  -17.708
    3595   41.652   43.062    5.630
    3596   56.555   33.814    1.791
    3597   57.765   36.136   -7.551
    3598   41.444   40.668   -7.749
    3599   39.389   36.033   -4.528
    3600   34.702   41.759   -2.367
    3601   34.928   52.960    2.511
    3602   48.124   37.840   -4.829
    3603   32.996   48.304   -0.919
    3604   45.404   38.552    3.628
    3605   60.067   39.416    0.040
    3606   56.546   27.227    1.808
    3607   40.962   35.710    3.113
    3608   52.393   31.636    5.075
    3609   43.565   33.546    7.073
    3610   46.511   46.409    2.673
    3611   33.547   33.360   -4.777
    3612   24.231   45.040    2.632
    3613   42.077   28.955  -11.516
    3614   25.883   35.492  -22.367
    3615   55.869   32.534   -5.375
    3616   32.163   38.557   -3.664
    3617   33.399   33.190   -9.253
    3618   34.790   28.840  -14.771
    3619   33.812   30.186  -16.280
    3620   35.295   34.971  -12.564
    3621   42.806   40.486    7.246
    3622   44.866   36.334   -8.859
    3623   32.129   40.517   -4.936
    3624   41.338   43.787    1.460
    3625   42.096   38.965   -3.948
    3626   44.325   45.346    3.491
    3627   44.928   34.918   -0.743
    3628   58.436   33.965    1.578
    3629   56.123   40.678    1.039
    3630   57.384   34.154   -7.922
    3631   35.278   43.043   -1.946
    3632   35.903   50.645   -4.015
    3633   30.712   48.803    0.546
    3634   51.388   42.671    1.210
    3635   17.629   51.688   -5.803
    3636   17.495   54.474   -4.344
    3637   44.032   44.177   -1.400
    3638   39.950   46.351   -3.503
    3639   48.285   36.316   -9.972
    3640   42.539   41.524   -6.258
    3641   36.754   38.679   -3.962
    3642   26.806   45.555   -3.566
    3643   32.241   42.494   -6.796
    3644   47.258   29.045  -18.287
    3645   47.044   36.384  -12.697
    3646   43.283   35.802   -4.323
    3647   35.151   31.131   -6.566
    3648   43.923   38.166   -6.320
    3649   39.861   36.647  -10.098
    3650   50.999   37.548    1.588
    3651   30.756   47.611    1.397
    3652   57.570   33.550  -11.224
    3653   43.991   42.105   10.016
    3654   34.208   42.623    4.296
    3655   30.203   54.935    5.971
    3656   30.232   40.720    5.183
    3657   22.682   47.306    1.523
    3658   36.435   39.651    2.543
    3659   44.252   34.521   -2.194
    3660   41.755   43.083    4.441
    3661   31.339   48.513   -1.271
    3662   27.467   44.569    3.720
    3663   27.172   36.955   -9.438
    3664   37.967   52.172   14.889
    3665   18.177   44.782   -1.493
    3666   34.823   47.145    0.809
    3667   44.120   37.407    8.352
    3668   24.412   35.383   -4.614
    3669   32.123   43.381   -6.689
    3670   39.305   32.612   -9.443
    3671   45.136   37.575  -15.437
    3672   43.305   38.780   -5.887
    3673   58.091   24.788  -13.364
    3674   43.492   43.241   -1.542
    3675   34.022   43.753   -1.498
    3676   44.768   38.128   -5.574
    3677   33.436   45.192   -0.329
    3678   36.294   36.284  -10.915
    3679   28.009   46.576   -4.574
    3680   30.962   38.019   -4.812
    3681   45.724   38.044    0.428
    3682   35.762   41.737   -1.749
    3683   36.031   49.076   -2.810
    3684   41.789   41.537   -2.032
    3685   37.060   51.312    1.798
    3686   30.723   47.931    0.754
    3687   32.452   46.471    1.757
    3688   39.072   39.716    5.288
    3689   48.605   34.030    2.082
    3690   44.851   42.926    7.411
    3691   50.824   40.465   12.242
    3692   26.140   48.749    1.747
    3693   33.815   47.779    8.401
    3694   46.222   38.882   -3.204
    3695   35.523   47.032    0.252
    3696   34.667   47.419   11.183
    3697   29.339   47.492   -1.266
    3698   40.030   47.035   -2.060
    3699   40.740   42.151    6.728
    3700   39.782   47.884   -0.002
    3701    5.242   55.578    6.980
    3702   37.791   39.700   10.990
    3703   41.546   43.852    0.147
    3704   36.766   40.180   -2.774
    3705   30.213   41.727    4.416
    3706   14.114   49.733   -3.051
    3707   24.572   40.718    2.436
    3708   50.426   29.565    6.186
    3709   44.389   41.260    9.292
    3710   22.474   42.106    6.328
    3711   32.207   46.070    1.858
    3712   20.575   56.034    8.403
    3713   38.672   49.722    9.232
    3714   31.470   46.146    3.014
    3715   14.335   53.644    3.970
    3716   29.716   46.721   10.636
    3717   32.230   39.248    7.754
    3718   31.647   52.515   10.811
    3719   33.615   45.665    6.247
    3720   25.598   49.346    0.756
    3721   32.541   44.156   -3.991
    3722   28.971   45.982    4.192
    3723   32.019   40.346   -5.841
    3724   33.005   48.023   -1.285
    3725   33.869   44.242    6.569
    3726   44.876   40.462    3.005
    3727   28.869   40.817   -0.164
    3728   28.300   52.243    7.693
    3729   31.744   52.196   11.062
    3730   41.531   45.276   20.318
    3731   28.024   48.564   12.788
    3732   26.140   44.401   -2.484
    3733   33.551   38.318    7.194
    3734   19.676   48.343    1.161
    3735   33.098   49.485    9.279
    3736   21.217   52.481    5.427
    3737   18.802   51.446    9.198
    3738   21.932   47.169    8.951
    3739   36.472   48.029   24.241
    3740   27.727   47.653   12.574
    3741   45.533   40.537   24.333
    3742   45.755   40.067   20.173
    3743   56.440   48.927   20.891
    3744    3.690   61.365   12.126
    3745   28.659   47.030   16.952
    3746   41.232   35.386   23.188
    3747   27.219   46.061   18.845
    3748   21.710   52.237   21.008
    3749   21.797   50.943   11.727
    3750    9.889   57.573   10.031
